Country,Indicator,Year,Estimated,Data
Croatia,2013 Global Hunger Index,2000,,5
Cuba,2013 Global Hunger Index,2000,,5
Côte d'Ivoire,2013 Global Hunger Index,2000,,17.3
Djibouti,2013 Global Hunger Index,2000,,27.7
Dominican Republic,2013 Global Hunger Index,2000,,9.7
Ecuador,2013 Global Hunger Index,2000,,12.3
"Egypt, Arab Rep.",2013 Global Hunger Index,2000,,5.2
El Salvador,2013 Global Hunger Index,2000,,7.4
Eritrea,2013 Global Hunger Index,2000,,40.2
Estonia,2013 Global Hunger Index,2000,,5
Ethiopia,2013 Global Hunger Index,2000,,37.1
Fiji,2013 Global Hunger Index,2000,,5
Gabon,2013 Global Hunger Index,2000,,7.8
"Gambia, The",2013 Global Hunger Index,2000,,16.1
Georgia,2013 Global Hunger Index,2000,,9.2
Ghana,2013 Global Hunger Index,2000,,15.6
Guatemala,2013 Global Hunger Index,2000,,17
Guinea,2013 Global Hunger Index,2000,,22.4
Guinea-Bissau,2013 Global Hunger Index,2000,,20.6
Guyana,2013 Global Hunger Index,2000,,8.2
Haiti,2013 Global Hunger Index,2000,,25.7
Honduras,2013 Global Hunger Index,2000,,10.8
India,2013 Global Hunger Index,2000,,24.8
Indonesia,2013 Global Hunger Index,2000,,15.5
"Iran, Islamic Rep.",2013 Global Hunger Index,2000,,6.1
Iraq,2013 Global Hunger Index,2000,,
Jamaica,2013 Global Hunger Index,2000,,5
Jordan,2013 Global Hunger Index,2000,,5
Kazakhstan,2013 Global Hunger Index,2000,,5.3
Kenya,2013 Global Hunger Index,2000,,20.5
Kuwait,2013 Global Hunger Index,2000,,5
Kyrgyz Republic,2013 Global Hunger Index,2000,,8.8
Lao PDR,2013 Global Hunger Index,2000,,28
Latvia,2013 Global Hunger Index,2000,,5
Lebanon,2013 Global Hunger Index,2000,,5
Lesotho,2013 Global Hunger Index,2000,,14.6
Liberia,2013 Global Hunger Index,2000,,24.7
Libya,2013 Global Hunger Index,2000,,5
Lithuania,2013 Global Hunger Index,2000,,5
"Macedonia, FYR",2013 Global Hunger Index,2000,,5
Madagascar,2013 Global Hunger Index,2000,,25.9
Malawi,2013 Global Hunger Index,2000,,21.6
Malaysia,2013 Global Hunger Index,2000,,6.9
Mali,2013 Global Hunger Index,2000,,24.3
Mauritania,2013 Global Hunger Index,2000,,17.2
Mauritius,2013 Global Hunger Index,2000,,6.5
Mexico,2013 Global Hunger Index,2000,,5
Moldova,2013 Global Hunger Index,2000,,8.8
Mongolia,2013 Global Hunger Index,2000,,18.5
Montenegro,2013 Global Hunger Index,2000,,
Morocco,2013 Global Hunger Index,2000,,6.2
Mozambique,2013 Global Hunger Index,2000,,28.5
Myanmar,2013 Global Hunger Index,2000,,
Namibia,2013 Global Hunger Index,2000,,17.5
Nepal,2013 Global Hunger Index,2000,,25.3
Nicaragua,2013 Global Hunger Index,2000,,15.4
Niger,2013 Global Hunger Index,2000,,30.3
Nigeria,2013 Global Hunger Index,2000,,17.9
North Korea,2013 Global Hunger Index,2000,,22.5
Oman,2013 Global Hunger Index,2000,,
Pakistan,2013 Global Hunger Index,2000,,21.6
Panama,2013 Global Hunger Index,2000,,11.4
Papua New Guinea,2013 Global Hunger Index,2000,,
Paraguay,2013 Global Hunger Index,2000,,6.5
Peru,2013 Global Hunger Index,2000,,10.5
Philippines,2013 Global Hunger Index,2000,,17.7
Qatar,2013 Global Hunger Index,2000,,
Romania,2013 Global Hunger Index,2000,,5
Russian Federation,2013 Global Hunger Index,2000,,5
Rwanda,2013 Global Hunger Index,2000,,29
Saudi Arabia,2013 Global Hunger Index,2000,,5
Senegal,2013 Global Hunger Index,2000,,19.2
Serbia,2013 Global Hunger Index,2000,,
Sierra Leone,2013 Global Hunger Index,2000,,30
Slovak Republic,2013 Global Hunger Index,2000,,5
Somalia,2013 Global Hunger Index,2000,,
South Africa,2013 Global Hunger Index,2000,,7.4
Sri Lanka,2013 Global Hunger Index,2000,,17.8
Sudan (former),2013 Global Hunger Index,2000,,27.2
Suriname,2013 Global Hunger Index,2000,,11.1
Swaziland,2013 Global Hunger Index,2000,,12.7
Syrian Arab Republic,2013 Global Hunger Index,2000,,5
Tajikistan,2013 Global Hunger Index,2000,,22.6
Tanzania,2013 Global Hunger Index,2000,,26.1
Thailand,2013 Global Hunger Index,2000,,10.2
Timor-Leste,2013 Global Hunger Index,2000,,
Togo,2013 Global Hunger Index,2000,,20.4
Trinidad & Tobago,2013 Global Hunger Index,2000,,6.9
Tunisia,2013 Global Hunger Index,2000,,5
Turkey,2013 Global Hunger Index,2000,,5
Turkmenistan,2013 Global Hunger Index,2000,,8.6
Uganda,2013 Global Hunger Index,2000,,19.9
Ukraine,2013 Global Hunger Index,2000,,5
Uruguay,2013 Global Hunger Index,2000,,5
Uzbekistan,2013 Global Hunger Index,2000,,9.3
"Venezuela, RB",2013 Global Hunger Index,2000,,7.2
Vietnam,2013 Global Hunger Index,2000,,18.1
"Yemen, Rep.",2013 Global Hunger Index,2000,,26.9
Zambia,2013 Global Hunger Index,2000,,26.3
Zimbabwe,2013 Global Hunger Index,2000,,21.7
Afghanistan,2013 Global Hunger Index,2005,,
Albania,2013 Global Hunger Index,2005,,6.1
Algeria,2013 Global Hunger Index,2005,,5
Angola,2013 Global Hunger Index,2005,,22.7
Argentina,2013 Global Hunger Index,2005,,5
Armenia,2013 Global Hunger Index,2005,,5
Azerbaijan,2013 Global Hunger Index,2005,,5.4
Bahrain,2013 Global Hunger Index,2005,,
Bangladesh,2013 Global Hunger Index,2005,,20.2
Belarus,2013 Global Hunger Index,2005,,5
Benin,2013 Global Hunger Index,2005,,15.2
Bhutan,2013 Global Hunger Index,2005,,
Bolivia,2013 Global Hunger Index,2005,,13.8
Bosnia & Herzegovina,2013 Global Hunger Index,2005,,5
Botswana,2013 Global Hunger Index,2005,,16.3
Brazil,2013 Global Hunger Index,2005,,5
Bulgaria,2013 Global Hunger Index,2005,,5
Burkina Faso,2013 Global Hunger Index,2005,,26.6
Burundi,2013 Global Hunger Index,2005,,39.5
Cambodia,2013 Global Hunger Index,2005,,20.9
Cameroon,2013 Global Hunger Index,2005,,16.3
Central African Rep.,2013 Global Hunger Index,2005,,28.5
Chad,2013 Global Hunger Index,2005,,29.7
Chile,2013 Global Hunger Index,2005,,5
China,2013 Global Hunger Index,2005,,6.7
Colombia,2013 Global Hunger Index,2005,,6.9
Comoros,2013 Global Hunger Index,2005,,29.8
"Congo, Dem. Rep.",2013 Global Hunger Index,2005,,
"Congo, Rep.",2013 Global Hunger Index,2005,,18.4
Costa Rica,2013 Global Hunger Index,2005,,5
Croatia,2013 Global Hunger Index,2005,,5
Cuba,2013 Global Hunger Index,2005,,5
Côte d'Ivoire,2013 Global Hunger Index,2005,,16.4
Djibouti,2013 Global Hunger Index,2005,,24
Dominican Republic,2013 Global Hunger Index,2005,,8.8
Ecuador,2013 Global Hunger Index,2005,,10.1
"Egypt, Arab Rep.",2013 Global Hunger Index,2005,,5
El Salvador,2013 Global Hunger Index,2005,,6.4
Eritrea,2013 Global Hunger Index,2005,,39.3
Estonia,2013 Global Hunger Index,2005,,5
Ethiopia,2013 Global Hunger Index,2005,,31
Fiji,2013 Global Hunger Index,2005,,5
Gabon,2013 Global Hunger Index,2005,,6.9
"Gambia, The",2013 Global Hunger Index,2005,,15.6
Georgia,2013 Global Hunger Index,2005,,11.3
Ghana,2013 Global Hunger Index,2005,,10.7
Guatemala,2013 Global Hunger Index,2005,,17
Guinea,2013 Global Hunger Index,2005,,18.2
Guinea-Bissau,2013 Global Hunger Index,2005,,17.7
Guyana,2013 Global Hunger Index,2005,,8
Haiti,2013 Global Hunger Index,2005,,27
Honduras,2013 Global Hunger Index,2005,,8.5
India,2013 Global Hunger Index,2005,,24
Indonesia,2013 Global Hunger Index,2005,,14.6
"Iran, Islamic Rep.",2013 Global Hunger Index,2005,,5
Iraq,2013 Global Hunger Index,2005,,
Jamaica,2013 Global Hunger Index,2005,,5
Jordan,2013 Global Hunger Index,2005,,5
Kazakhstan,2013 Global Hunger Index,2005,,5
Kenya,2013 Global Hunger Index,2005,,20.2
Kuwait,2013 Global Hunger Index,2005,,5
Kyrgyz Republic,2013 Global Hunger Index,2005,,5.3
Lao PDR,2013 Global Hunger Index,2005,,23.7
Latvia,2013 Global Hunger Index,2005,,5
Lebanon,2013 Global Hunger Index,2005,,5
Lesotho,2013 Global Hunger Index,2005,,14.9
Liberia,2013 Global Hunger Index,2005,,20.6
Libya,2013 Global Hunger Index,2005,,5
Lithuania,2013 Global Hunger Index,2005,,5
"Macedonia, FYR",2013 Global Hunger Index,2005,,5
Madagascar,2013 Global Hunger Index,2005,,24.4
Malawi,2013 Global Hunger Index,2005,,18.7
Malaysia,2013 Global Hunger Index,2005,,5.8
Mali,2013 Global Hunger Index,2005,,20.7
Mauritania,2013 Global Hunger Index,2005,,14.6
Mauritius,2013 Global Hunger Index,2005,,5.9
Mexico,2013 Global Hunger Index,2005,,5
Moldova,2013 Global Hunger Index,2005,,7.3
Mongolia,2013 Global Hunger Index,2005,,14.1
Montenegro,2013 Global Hunger Index,2005,,
Morocco,2013 Global Hunger Index,2005,,6.5
Mozambique,2013 Global Hunger Index,2005,,25.1
Myanmar,2013 Global Hunger Index,2005,,
Namibia,2013 Global Hunger Index,2005,,17.1
Nepal,2013 Global Hunger Index,2005,,22.3
Nicaragua,2013 Global Hunger Index,2005,,11.5
Niger,2013 Global Hunger Index,2005,,25.6
Nigeria,2013 Global Hunger Index,2005,,16.3
North Korea,2013 Global Hunger Index,2005,,20
Oman,2013 Global Hunger Index,2005,,
Pakistan,2013 Global Hunger Index,2005,,21.2
Panama,2013 Global Hunger Index,2005,,9
Papua New Guinea,2013 Global Hunger Index,2005,,
Paraguay,2013 Global Hunger Index,2005,,6.3
Peru,2013 Global Hunger Index,2005,,9.9
Philippines,2013 Global Hunger Index,2005,,14
Qatar,2013 Global Hunger Index,2005,,
Romania,2013 Global Hunger Index,2005,,5
Russian Federation,2013 Global Hunger Index,2005,,5
Rwanda,2013 Global Hunger Index,2005,,23.6
Saudi Arabia,2013 Global Hunger Index,2005,,5
Senegal,2013 Global Hunger Index,2005,,13.7
Serbia,2013 Global Hunger Index,2005,,
Sierra Leone,2013 Global Hunger Index,2005,,28.4
Slovak Republic,2013 Global Hunger Index,2005,,5
Somalia,2013 Global Hunger Index,2005,,
South Africa,2013 Global Hunger Index,2005,,7.7
Sri Lanka,2013 Global Hunger Index,2005,,16.9
Sudan (former),2013 Global Hunger Index,2005,,24.7
Suriname,2013 Global Hunger Index,2005,,8.9
Swaziland,2013 Global Hunger Index,2005,,12.5
Syrian Arab Republic,2013 Global Hunger Index,2005,,5.1
Tajikistan,2013 Global Hunger Index,2005,,19
Tanzania,2013 Global Hunger Index,2005,,20.5
Thailand,2013 Global Hunger Index,2005,,6.6
Timor-Leste,2013 Global Hunger Index,2005,,26
Togo,2013 Global Hunger Index,2005,,18.2
Trinidad & Tobago,2013 Global Hunger Index,2005,,7
Tunisia,2013 Global Hunger Index,2005,,5
Turkey,2013 Global Hunger Index,2005,,5
Turkmenistan,2013 Global Hunger Index,2005,,6.6
Uganda,2013 Global Hunger Index,2005,,18.6
Ukraine,2013 Global Hunger Index,2005,,5
Uruguay,2013 Global Hunger Index,2005,,5
Uzbekistan,2013 Global Hunger Index,2005,,6.6
"Venezuela, RB",2013 Global Hunger Index,2005,,5.2
Vietnam,2013 Global Hunger Index,2005,,13.7
"Yemen, Rep.",2013 Global Hunger Index,2005,,27.9
Zambia,2013 Global Hunger Index,2005,,25.3
Zimbabwe,2013 Global Hunger Index,2005,,20.5
Afghanistan,2013 Global Hunger Index,2013,,
Albania,2013 Global Hunger Index,2013,,5.2
Algeria,2013 Global Hunger Index,2013,,5
Angola,2013 Global Hunger Index,2013,,19.1
Argentina,2013 Global Hunger Index,2013,,5
Armenia,2013 Global Hunger Index,2013,,5
Azerbaijan,2013 Global Hunger Index,2013,,5
Bahrain,2013 Global Hunger Index,2013,,
Bangladesh,2013 Global Hunger Index,2013,,19.4
Belarus,2013 Global Hunger Index,2013,,5
Benin,2013 Global Hunger Index,2013,,13.3
Bhutan,2013 Global Hunger Index,2013,,
Bolivia,2013 Global Hunger Index,2013,,11.2
Bosnia & Herzegovina,2013 Global Hunger Index,2013,,5
Botswana,2013 Global Hunger Index,2013,,13.9
Brazil,2013 Global Hunger Index,2013,,5
Bulgaria,2013 Global Hunger Index,2013,,5
Burkina Faso,2013 Global Hunger Index,2013,,22.2
Burundi,2013 Global Hunger Index,2013,,38.8
Cambodia,2013 Global Hunger Index,2013,,16.8
Cameroon,2013 Global Hunger Index,2013,,14.5
Central African Rep.,2013 Global Hunger Index,2013,,23.3
Chad,2013 Global Hunger Index,2013,,26.9
Chile,2013 Global Hunger Index,2013,,5
China,2013 Global Hunger Index,2013,,5.5
Colombia,2013 Global Hunger Index,2013,,5.9
Comoros,2013 Global Hunger Index,2013,,33.6
"Congo, Dem. Rep.",2013 Global Hunger Index,2013,,
"Congo, Rep.",2013 Global Hunger Index,2013,,20.5
Costa Rica,2013 Global Hunger Index,2013,,5
Croatia,2013 Global Hunger Index,2013,,5
Cuba,2013 Global Hunger Index,2013,,5
Côte d'Ivoire,2013 Global Hunger Index,2013,,16.1
Djibouti,2013 Global Hunger Index,2013,,19.5
Dominican Republic,2013 Global Hunger Index,2013,,7
Ecuador,2013 Global Hunger Index,2013,,8.5
"Egypt, Arab Rep.",2013 Global Hunger Index,2013,,5
El Salvador,2013 Global Hunger Index,2013,,6.8
Eritrea,2013 Global Hunger Index,2013,,35
Estonia,2013 Global Hunger Index,2013,,5
Ethiopia,2013 Global Hunger Index,2013,,25.7
Fiji,2013 Global Hunger Index,2013,,5
Gabon,2013 Global Hunger Index,2013,,7.2
"Gambia, The",2013 Global Hunger Index,2013,,14
Georgia,2013 Global Hunger Index,2013,,9.3
Ghana,2013 Global Hunger Index,2013,,8.2
Guatemala,2013 Global Hunger Index,2013,,15.5
Guinea,2013 Global Hunger Index,2013,,16.9
Guinea-Bissau,2013 Global Hunger Index,2013,,14.3
Guyana,2013 Global Hunger Index,2013,,6.6
Haiti,2013 Global Hunger Index,2013,,23.3
Honduras,2013 Global Hunger Index,2013,,7.9
India,2013 Global Hunger Index,2013,,21.3
Indonesia,2013 Global Hunger Index,2013,,10.1
"Iran, Islamic Rep.",2013 Global Hunger Index,2013,,5
Iraq,2013 Global Hunger Index,2013,,
Jamaica,2013 Global Hunger Index,2013,,5
Jordan,2013 Global Hunger Index,2013,,5
Kazakhstan,2013 Global Hunger Index,2013,,5
Kenya,2013 Global Hunger Index,2013,,18
Kuwait,2013 Global Hunger Index,2013,,5
Kyrgyz Republic,2013 Global Hunger Index,2013,,5
Lao PDR,2013 Global Hunger Index,2013,,18.7
Latvia,2013 Global Hunger Index,2013,,5
Lebanon,2013 Global Hunger Index,2013,,5
Lesotho,2013 Global Hunger Index,2013,,12.9
Liberia,2013 Global Hunger Index,2013,,17.9
Libya,2013 Global Hunger Index,2013,,5
Lithuania,2013 Global Hunger Index,2013,,5
"Macedonia, FYR",2013 Global Hunger Index,2013,,5
Madagascar,2013 Global Hunger Index,2013,,25.2
Malawi,2013 Global Hunger Index,2013,,15.1
Malaysia,2013 Global Hunger Index,2013,,5.5
Mali,2013 Global Hunger Index,2013,,14.8
Mauritania,2013 Global Hunger Index,2013,,13.2
Mauritius,2013 Global Hunger Index,2013,,5.2
Mexico,2013 Global Hunger Index,2013,,5
Moldova,2013 Global Hunger Index,2013,,9.2
Mongolia,2013 Global Hunger Index,2013,,10.8
Montenegro,2013 Global Hunger Index,2013,,5
Morocco,2013 Global Hunger Index,2013,,5
Mozambique,2013 Global Hunger Index,2013,,21.5
Myanmar,2013 Global Hunger Index,2013,,
Namibia,2013 Global Hunger Index,2013,,18.4
Nepal,2013 Global Hunger Index,2013,,17.3
Nicaragua,2013 Global Hunger Index,2013,,9.5
Niger,2013 Global Hunger Index,2013,,20.3
Nigeria,2013 Global Hunger Index,2013,,15
North Korea,2013 Global Hunger Index,2013,,18
Oman,2013 Global Hunger Index,2013,,
Pakistan,2013 Global Hunger Index,2013,,19.3
Panama,2013 Global Hunger Index,2013,,5.4
Papua New Guinea,2013 Global Hunger Index,2013,,
Paraguay,2013 Global Hunger Index,2013,,10.1
Peru,2013 Global Hunger Index,2013,,5.5
Philippines,2013 Global Hunger Index,2013,,13.2
Qatar,2013 Global Hunger Index,2013,,
Romania,2013 Global Hunger Index,2013,,5
Russian Federation,2013 Global Hunger Index,2013,,5
Rwanda,2013 Global Hunger Index,2013,,15.3
Saudi Arabia,2013 Global Hunger Index,2013,,5
Senegal,2013 Global Hunger Index,2013,,13.8
Serbia,2013 Global Hunger Index,2013,,5
Sierra Leone,2013 Global Hunger Index,2013,,22.8
Slovak Republic,2013 Global Hunger Index,2013,,5
Somalia,2013 Global Hunger Index,2013,,
South Africa,2013 Global Hunger Index,2013,,5.4
Sri Lanka,2013 Global Hunger Index,2013,,15.6
Sudan (former),2013 Global Hunger Index,2013,,27
Suriname,2013 Global Hunger Index,2013,,6.7
Swaziland,2013 Global Hunger Index,2013,,14.4
Syrian Arab Republic,2013 Global Hunger Index,2013,,5
Tajikistan,2013 Global Hunger Index,2013,,16.3
Tanzania,2013 Global Hunger Index,2013,,20.6
Thailand,2013 Global Hunger Index,2013,,5.8
Timor-Leste,2013 Global Hunger Index,2013,,29.6
Togo,2013 Global Hunger Index,2013,,14.7
Trinidad & Tobago,2013 Global Hunger Index,2013,,5
Tunisia,2013 Global Hunger Index,2013,,5
Turkey,2013 Global Hunger Index,2013,,5
Turkmenistan,2013 Global Hunger Index,2013,,5
Uganda,2013 Global Hunger Index,2013,,19.2
Ukraine,2013 Global Hunger Index,2013,,5
Uruguay,2013 Global Hunger Index,2013,,5
Uzbekistan,2013 Global Hunger Index,2013,,5.3
"Venezuela, RB",2013 Global Hunger Index,2013,,5
Vietnam,2013 Global Hunger Index,2013,,7.7
"Yemen, Rep.",2013 Global Hunger Index,2013,,26.5
Zambia,2013 Global Hunger Index,2013,,24.1
Zimbabwe,2013 Global Hunger Index,2013,,16.5
